#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	8063	8356	+	HJIPAM_00035	10.9	10.0		SO:0001217, UniParc:UPI00006E8880, UniRef:UniRef100_A5D6F0, UniRef:UniRef50_A5D6F0, UniRef:UniRef90_A5D6F0
contig_1	8387	8548	+	HJIPAM_00040	6.1	11.7		SO:0001217, UniRef:UniRef50_A0A9E5Y663, UniRef:UniRef90_A0A9E5Y663
contig_1	26921	27190	+	HJIPAM_00145	9.9	9.4		SO:0001217, UniParc:UPI00006E57D9, UniRef:UniRef100_A5D6B6, UniRef:UniRef50_A5D6B6, UniRef:UniRef90_A5D6B6
contig_1	53504	53623	-	HJIPAM_00300	4.2	12.0		SO:0001217, UniRef:UniRef50_A0A4Y7S0G6
contig_1	66516	66608	+	HJIPAM_00390	3.3	8.2		SO:0001217, UniParc:UPI00006E98A5, UniRef:UniRef100_A5D696, UniRef:UniRef50_A5D696, UniRef:UniRef90_A5D696
contig_1	81100	81540	+	HJIPAM_00470	16.2	9.6		SO:0001217, UniParc:UPI00006E98C5, UniRef:UniRef100_A5D678, UniRef:UniRef50_A5D678, UniRef:UniRef90_A5D678
contig_1	87670	87954	-	HJIPAM_00505	10.2	5.0		SO:0001217, UniParc:UPI0002E0A605, UniRef:UniRef100_A0A9E6CIW1, UniRef:UniRef50_A0A9E6CIW1, UniRef:UniRef90_A0A9E6CIW1
contig_1	87975	88208	-	HJIPAM_00510	8.5	9.2		SO:0001217, UniRef:UniRef50_A0A1V5BJQ0, UniRef:UniRef90_A0A9E6CCV9
contig_1	142560	142763	+	HJIPAM_00785	7.5	7.8		
contig_1	150449	151393	+	HJIPAM_00815	36.4	8.9		SO:0001217, UniParc:UPI00006E987B, UniRef:UniRef100_A5D607, UniRef:UniRef50_A5D607, UniRef:UniRef90_A5D607
contig_1	159115	159327	-	HJIPAM_00850	8.0	6.1		SO:0001217, UniParc:UPI0002D729EB, UniRef:UniRef100_A5D5X7, UniRef:UniRef50_A5D5X7, UniRef:UniRef90_A5D5X7
contig_1	160620	160940	+	HJIPAM_00860	11.9	8.5		
contig_1	162807	163256	+	HJIPAM_00880	16.5	10.1	PF02178.23|AT_hook, PF13384.10|HTH_23	PFAM:PF02178.23, PFAM:PF13384.10, SO:0001217, UniParc:UPI000150BCCA, UniRef:UniRef100_A5D5Y1, UniRef:UniRef50_A5D5Y1, UniRef:UniRef90_A5D5Y1
